graph,minDFScode
828,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,5,1,createanewbankaccount,5,sendabankcardinaletter)(3,4,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
829,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,5,1,createanewbankaccount,5,sendabankcardinaletter)(2,6,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
830,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
831,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)"
832,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
833,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,6,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
834,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)"
835,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
836,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)"
837,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
838,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,5,sendabankcardinaletter)"
839,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,5,sendabankcardinaletter)(3,4,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
840,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,5,sendabankcardinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
841,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,5,sendabankcardinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)"
842,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,5,sendabankcardinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
843,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,6,sendapinnumberinaletter)"
844,"(0,1,1,evaluaterequest,12,rejectrequest)(0,2,1,evaluaterequest,2,createanewbankaccount)(2,3,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
845,"(0,1,1,acceptrequest,13,notifythecustomerbyemail)"
846,"(0,1,1,acceptrequest,13,notifythecustomerbyemail)(1,2,1,notifythecustomerbyemail,3,applicationrejected)"
847,"(0,1,1,rejectrequest,14,createanewbankaccount)"
848,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)"
849,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
850,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,3,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
851,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,4,1,createanewbankaccount,5,sendabankcardinaletter)(1,5,1,createanewbankaccount,6,sendapinnumberinaletter)(2,3,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
852,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,4,1,createanewbankaccount,6,sendapinnumberinaletter)(2,3,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
853,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,3,1,createanewbankaccount,5,sendabankcardinaletter)"
854,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,3,1,createanewbankaccount,5,sendabankcardinaletter)(3,4,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
855,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,3,1,createanewbankaccount,5,sendabankcardinaletter)(1,5,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
856,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,3,1,createanewbankaccount,5,sendabankcardinaletter)(1,4,1,createanewbankaccount,6,sendapinnumberinaletter)"
857,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,3,1,createanewbankaccount,5,sendabankcardinaletter)(1,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
858,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,3,1,createanewbankaccount,6,sendapinnumberinaletter)"
859,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,4,sendawelcomepackinaletter)(1,3,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
860,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,5,sendabankcardinaletter)"
861,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,5,sendabankcardinaletter)(2,3,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
862,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,5,sendabankcardinaletter)(1,4,1,createanewbankaccount,6,sendapinnumberinaletter)(2,3,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
863,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,5,sendabankcardinaletter)(1,3,1,createanewbankaccount,6,sendapinnumberinaletter)"
864,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,5,sendabankcardinaletter)(1,3,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
865,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,6,sendapinnumberinaletter)"
866,"(0,1,1,rejectrequest,14,createanewbankaccount)(1,2,1,createanewbankaccount,6,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
867,"(0,1,1,sendawelcomepackinaletter,15,endprocess)"
868,"(0,1,1,sendawelcomepackinaletter,15,endprocess)(1,2,1,endprocess,18,anewbankaccountwascreated)"
869,"(0,1,1,sendabankcardinaletter,16,endprocess)"
870,"(0,1,1,sendabankcardinaletter,16,endprocess)(1,2,1,endprocess,18,anewbankaccountwascreated)"
871,"(0,1,1,sendapinnumberinaletter,17,endprocess)"
872,"(0,1,1,sendapinnumberinaletter,17,endprocess)(1,2,1,endprocess,18,anewbankaccountwascreated)"
873,"(0,1,1,endprocess,18,anewbankaccountwascreated)"
874,"(0,1,1,sendawelcomepackinaletter,19,sendabankcardinaletter)"
875,"(0,1,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(1,2,1,sendabankcardinaletter,20,sendapinnumberinaletter)"
876,"(0,1,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(1,2,1,sendabankcardinaletter,20,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
877,"(0,1,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(1,2,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
878,"(0,1,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(0,3,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(1,2,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
879,"(0,1,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(0,2,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)"
880,"(0,1,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(0,2,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
881,"(0,1,1,sendabankcardinaletter,20,sendapinnumberinaletter)"
882,"(0,1,1,sendabankcardinaletter,20,sendapinnumberinaletter)(1,2,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
883,"(0,1,1,createanewbankaccount,21,sss)"
884,"(0,1,1,createanewbankaccount,21,sss)(1,2,1,sss,22,anewbankaccountwascreated)"
885,"(0,1,1,sss,22,anewbankaccountwascreated)"
886,"(0,1,1,creditcardrequestreceived,23,assessrisk)"
887,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)"
888,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)"
889,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
890,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(2,5,1,carryoutanadvancedriskassessment,27,organizedisbursement)(3,4,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
891,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,6,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(2,5,1,carryoutanadvancedriskassessment,27,organizedisbursement)(3,4,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
892,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
893,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)(5,6,1,carryoutasimpleriskassessment,29,organizedisbursement)"
894,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,33,organizedisbursement)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
895,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(2,4,1,carryoutanadvancedriskassessment,27,organizedisbursement)"
896,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(2,4,1,carryoutanadvancedriskassessment,27,organizedisbursement)(4,5,1,organizedisbursement,31,creditcardrequestaccepted)"
897,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,6,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(2,4,1,carryoutanadvancedriskassessment,27,organizedisbursement)(4,5,1,organizedisbursement,31,creditcardrequestaccepted)"
898,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(2,4,1,carryoutanadvancedriskassessment,27,organizedisbursement)"
899,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)"
900,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(4,5,1,carryoutasimpleriskassessment,29,organizedisbursement)"
901,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(4,5,1,carryoutasimpleriskassessment,29,organizedisbursement)(5,6,1,organizedisbursement,31,creditcardrequestaccepted)"
902,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,33,organizedisbursement)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)"
903,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,33,organizedisbursement)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(4,5,1,organizedisbursement,31,creditcardrequestaccepted)"
904,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,35,organizedisbursement)"
905,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,35,organizedisbursement)(4,5,1,organizedisbursement,31,creditcardrequestaccepted)"
906,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,6,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,35,organizedisbursement)(4,5,1,organizedisbursement,31,creditcardrequestaccepted)"
907,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,26,notifycostumerwiththeresultoftheassessment)(3,4,1,notifycostumerwiththeresultoftheassessment,35,organizedisbursement)"
908,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)"
909,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)(3,4,1,organizedisbursement,31,creditcardrequestaccepted)"
910,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)(3,4,1,organizedisbursement,31,creditcardrequestaccepted)"
911,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)(3,4,1,organizedisbursement,31,creditcardrequestaccepted)(5,6,1,carryoutasimpleriskassessment,28,notifycostumerwiththeresultoftheassessment)"
912,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,5,1,assessrisk,32,notifycostumerwiththeresultoftheassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)(3,4,1,organizedisbursement,31,creditcardrequestaccepted)"
913,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)"
914,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)(4,5,1,carryoutasimpleriskassessment,28,notifycostumerwiththeresultoftheassessment)"
915,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,25,carryoutasimpleriskassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)(4,5,1,carryoutasimpleriskassessment,28,notifycostumerwiththeresultoftheassessment)(5,6,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
916,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,32,notifycostumerwiththeresultoftheassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)"
917,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,4,1,assessrisk,32,notifycostumerwiththeresultoftheassessment)(2,3,1,carryoutanadvancedriskassessment,27,organizedisbursement)(4,5,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
918,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,3,1,assessrisk,25,carryoutasimpleriskassessment)"
919,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,3,1,assessrisk,25,carryoutasimpleriskassessment)(3,4,1,carryoutasimpleriskassessment,28,notifycostumerwiththeresultoftheassessment)"
920,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,3,1,assessrisk,25,carryoutasimpleriskassessment)(3,4,1,carryoutasimpleriskassessment,28,notifycostumerwiththeresultoftheassessment)(4,5,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
921,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,3,1,assessrisk,25,carryoutasimpleriskassessment)(3,4,1,carryoutasimpleriskassessment,28,notifycostumerwiththeresultoftheassessment)(3,6,1,carryoutasimpleriskassessment,29,organizedisbursement)(4,5,1,notifycostumerwiththeresultoftheassessment,30,creditcardrequestaccepted)"
922,"(0,1,1,creditcardrequestreceived,23,assessrisk)(1,2,1,assessrisk,24,carryoutanadvancedriskassessment)(1,3,1,assessrisk,25,carryoutasimpleriskassessment)(3,4,1,carryoutasimpleriskassessment,28,notifycostumerwiththeresultoftheassessment)(3,5,1,carryoutasimpleriskassessment,29,organizedisbursement)"
